______---_--____-X-+X-____-X-_-------X-+_-X-X--X-_--X------_X---____+_X-____---_--____-X-_______---_;______---_--____-X-+X-___O-X-O-------X-+_-X-X--X-_--X------_X---____+OX-____---_--____-X-__OOO__---_
___---__+____-X-____+__---_____________+__+________________________+_______+________________________;O__---OO+_O__-X-____+__---O__OO________+__+O_____O__________O______+O_____O+________________O_______
__________--________X-_______+--__+_+____________+______+_________________+_______________++________;___O______--________X-__O____+--__+_+__O__O___O__+O_____+___________O_____+O__O___________++OO______
---X----__-X-X--X-__---X--X-____-X----___----_++__+-X-_---_+_---_-X-_______---____-------___-X--X+-_;---X----__-X-X--X-__---X--X-____-X----___----O++__+-X-_---_+O---_-X-_O_____---_O__-------___-X--X+-_
_______++__-----_____-X-X----__-X---XX-_---------_-X-X-_+++_-X---__----+-_----XX-----X----_-X----___;______O++__-----_____-X-X----__-X---XX-_---------_-X-X-_+++O-X---__----+-_----XX-----X----_-X----___
X-____---_--____-+-_______-X-_______---_+_____-X-++__+__---+_________+________________________++____;X-_O__---_--____-+-_______-X-_____O_---O+_____-X-++__+__---+O__O_____+______OO________________++O___
--+___---_X-+___-X-_X-____---_--___________________________________---_______-X-_______-X-______+---;--+___---_X-+___-X-_X-O_O_---_--____O_________O___O_________O______---O___O_O-X-O_O___O-X-______+---
____-X---___---X-X-__+-X---X-___-X-_-+-___-X-_-X-___---_---+--____-X-+X-____------_____-+X_______---;____-X---___---X-X-__+-X---X-O_O-X-_-+-___-X-_-X-OO_---_---+--____-X-+X-____------_____-+X_______---
__---_______-X-___+___---____________---__+____-X-_______---____-----_____-X-X-_____-----_____+____+;__---_______-X-_OO+___---_________OOO---__+____-X-__O____---____-----O_OO_-X-X-O____-----O___O+____+
X-_____-----_____-X-_______-X-____+__---_---+__+___-X-_-----_---_-XXX----__------X-++_____---_______;X-_____-----_____-X-____O__-X-____+__---_---+__+O_O-X-O-----_---_-XXX----__------X-++O__O_---_____O_
-X-_____---X-------X---X--X---__----X-___++__-X-----------X-X-XXXX-------------___-XX-X+-___-------_;-X-_____---X-------X---X--X---__----X-___++O_-X-----------X-X-XXXX-------------___-XX-X+-___-------_
XX-____+__---_++_+_________________________________________+________________________________________;XX-____+__---O++_+__O______O_______O_O_O_O_______O_________+___O_______________O_________O_OO_______
-X-------_---X-XXX-_---------_XXX--X-___----------+++___-+X-______----__----____+_-XX----___-----X-_;-X-------_---X-XXX-_---------_XXX--X-___----------+++O__-+X-______----O_----____+_-XX----___-----X-_
+++_-X-_______-X-___--__---___X-________X-_++_____X-________-----___---X-X-___-X-X---___-----_____+_;+++O-X-_______-X-_O_--__---___X-______O_X-O++_____X-________-----___---X-X-___-X-X---___-----____O+_
___-X-____--_------_X-____-X-_--+_+_---___---___+___-X-_______---_+++_+_____________----______-XX-_+;___-X-____--_------_X-____-X-_--+O+_---___---__O+_O_-X-_____O_---_+++O+_____________----_O____-XX-_+
__---__-X-__-X-+_-X-__-X-__-X-__---__---_----______-XX-___+__----______---___+__--X-___---X---___-X-;_O---O_-X-__-X-+_-X-__-X-O_-X-__---O_---_----___O__-XX-___+__----______---__O+O_--X-___---X---___-X-
____________---___+___-X-___+___-+-_----__-X-_-XX------_----X-________--__+_+___---_+_____-X-_+_____;___OO___O___---___+___-X-___+__O-+-_----__-X-_-XX------_----X-__O_____--__+_+___---_+_O___-X-_+___O_
__+----______-+X-___-------__+-X-X-____+-----______-X-___---_---+__-X-_---___-+-_-X-----+-_-X--X--X-;__+----_____O-+X-___-------__+-X-X-____+-----____O_-X-___---_---+OO-X-_---___-+-_-X-----+-_-X--X--X-
_---_______-X-______----+_____XXX-______----__---__++___-X-_______---_____________+_________________;_---_______-X-_____O----+OOO_OXXX-______----_O---_O++___-X-_______---___O_____OO__+_O_______________
--_____+__X-________--+_________+__---_______-X-_______---__+---_______-X-_______-X-_______---______;--_O_OO+O_X-________--+______O__+__---____O__-X-__O___O---__+---O_____O-X-_______-X-__OO___---______
_____________+______________--___---__-X__+-X-__--___---____+_________+_______+_____+_______________;____________O+______O_______--__O---_O-XO_+-X-_O--O__---_O__+_________+___O_OO+_____+___________O___
-X----++X+----X-----___---+______---_____+_-+-+______-X----____----X-__---X----__-X---_++__-X-______;-X----++X+----X-----___---+______---O___O+_-+-+______-X----____----X-__---X----__-X---O++__-X-______
_____+_+__---_______-X-______+---______+____________________---_______-X-+_____+---____+____________;_____+O+__---______O-X-______+---___O__+__OO_____O__________---____O_O-X-+O____+---____+_O_______O__
+__+__+_________+_____________________________________---_______-X-_______---__++___________________;+_O+__+___O_____+_O_O_____O___O_O_________O____O______---___O___-X-O_OO___---__++___________________
_________+_________+______________---_______-X-___---_---___-X-_____+_---____________________++_____;_________+_O_O_____+_O_O___O_O_O__---O___O__-X-___---_---___-X-_____+O---________O_____O_____++O____
__________+____________________________+___________---_______-X-_______---____+_____________________;O___O__O__+___________OOO____O_______O_+___OO____O_---_____O_-X-_______---___O+___OOO_______________
_____-X-_______---_____+____________________________+______+_________+_____++_______---_______-X-___;_O___-X-_O___O_---_O___+_________O_____O______O__O__+O_____+_________+____O++_______---_______-X-OO_
--_-XX-___X-_-------X-__-X--X-X-_---------_-XX-______----_+___-----_+_---XXX-_+_-X-----------____-+X;--_-XX-___X-_-------X-__-X--X-X-_---------_-XX-_O__O_----_+___-----_+_---XXX-_+_-X-----------____-+X
_________________________+_++___________+__---_______-X-__--___-X-__-X_---X-__--_-X---__+__---+_____;____OO________________O__+O++___________+__---____O__-X-__--O_O-X-__-X_---X-__--_-X---_O+__---+O____
_++____-X----____----X-___+___---_____________________+___________+__+---_______-X-___+___---_______;_++OO__-X----____----X-___+___---_O_O_______O_____O_O_+_____O_____+_O+---___O___-X-___+___---_______
_________________________________+_+_____+______+____________________________+______________________;____O____________O_____________O_+O+O_O__+______+_____O___O______________O__O+____________OOO_OO____
_---------_-XXX-XXX-_---------________--________-X+_______-X_____-------+__-X-X-X-___-------___++___;_---------_-XXX-XXX-_---------O_______--________-X+_______-XO____-------+O_-X-X-X-___-------_OO++___
___-X-____--_---____X-________---+_+____-X-______+-X-____+__---_________+_________________+__+______;___-X-____--_---O___X-________---+O+___O-X-____O_+-X-____+__---_______OO+____________O____+OO+______
_+___+_____________________________________________________+_________+______________________________;O+_OO+O___________O_O_______O_____O___O_____O_______O______+_____O___+_______O_OOO__________________
____-X-___-----X-___-XX--X-+---------+-X_---____-+--X-__----X------X-_--__-X---____+---________++_+_;____-X-___-----X-O__-XX--X-+---------+-X_---____-+--X-__----X------X-_--_O-X---____+---________++O+_
_________________________+________________________+_________________________________________+_______;________O______O__O____O_+__O______O____O__O______+______O_______________O_____OO________OO_+OOO____
________+__+_____________+____________+_+_____________---_______-X-_______---_______________________;____O___+__+______O__O___+__O______O__+_+O___O________---_O__O__-X-_O__O__---_O______________O____O_
_______________________________________________+______________________--___+_+_+X-________--___+____;OOO____O_O____________O_________O____O_________+___O__________________--__O+_+O+X-________--___+OOO_
---_+_____-X-_______---__+____-X-_______---_____________+_____+_________________-----_____XXXX-_____;---_+OO___-X-_______---__+O___-X-______O---___O_________+___O_+O__O_____________-----_____XXXX-_OO__
+__+__________________________----___+---XX-____-X----____--___________++___________________+_____+_;+OO+_O________________________----___+---XX-O__O-X----____--__________O++_O_________________+O__OO+_
________________________---_+_+___-X-_______-+-_______---_____+____+______+_________+_______________;__________O____________O---O+_+___-X-___O___-+-___O_O_---__O__+_O__+____O_+__O__O_O_+_______________
++_+-X-_______---_______-X-_______---__+_____________________+__+_+_+_______---_______-X-_____+_---_;++O+-X-_______---__O____-X-__O____---__+_____________________+__+_+O+__O__O_---_______-X-_O__O+_---_
-----___--X--X-___-X-----_---X-XXX-_-X-+-----_---X________----_____+__X-_++_____---_______XX-______+;-----___--X--X-___-X-----_---X-XXX-_-X-+-----_---X________----_____+__X-_++O_O__---_______XX-_____O+
____________________--__++____X-___---__------X-__+X-XX-----------XXX-_++__-----_______-X-_______-X-;______O_____________--OO++____X-___---__------X-O_+X-XX-----------XXX-O++__-----_______-X-_______-X-
____++______---_______-X-_______---_____________+_________________________+___________+_+__+________;____++O___O_---_______-X-__O____---______O____OO+________________________O+_O_O_______+_+_O+OO______
__+___---_______-X-_______---_+____+__--________-X_____+__--__+________________________________+____;__+OO_---_______-X-_O_____---_+____+__--___O_O__-X_____+__--OO+__O_O_____________O_________O__O+____
_----______-XX------------XXX--X-__--------_______---___---_-X-+__-X-_-X-___---_-+-_______-X-_____+_;_----______-XX------------XXX--X-__--------__O_O__---O_O---_-X-+_O-X-_-X-___---_-+-_O_____-X-____O+_
____________________________________+___+__________________________________________+________________;_OOOO____O______O___O_________O_____+OO_+_OO__________________O_O__________________+O_O_________O___
--_------_X-_-+--X-_X-_-X----_--_-X-X-_____------_--+-X--X-_X-_-X-----X-_-X-_-X---_---_---_____+_++_;--_------_X-_-+--X-_X-_-X----_--_-X-X-_____------_--+-X--X-_X-O-X-----X-_-X-_-X---_---_---_____+O++_
--___---__X-___-X-__--__+-----_+__---_-X____-X-_-X_+__-----X_---_-X---_-X-_-X-___---_---___++_______;--___---__X-___-X-__--_O+-----O+__---_-X____-X-_-XO+OO-----X_---_-X---_-X-_-X-___---_---___++O______
____________________________________________________________________________________________________;______OO______O_____O______________OOO__OOOO_____O_________O_O____O_________O_O_________O____O____O_
-X-__-X-X-----+-X----XX-_-X-X-----_-+---____----X-____-X----____-X-_-X____---_-+________-X___+____--;-X-__-X-X-----+-X----XX-O-X-X-----O-+---____----X-____-X----____-X-_-X____---_-+___O____-X___+____--
____________________---_______-X-_______---______________________+___________+________________+_____;_OOOO___O_________O_---_O_O_O_-X-_______---____________O_____O___+_____O_____+O__O___________O+_O___
________________---_---++_-X-_-X-___---_---_____--___----_-X___-XX---+_+_----X--_+____---____++_____;___O_OO_________---_---++O-X-_-X-___---_---_____--___----_-X_O_-XX---+_+_----X--_+____---____++OO___
____-X-_______---__________________________________________+__++______________________+_____________;_O_O-X-_______---___OO______________________OOO__O_________+OO++_OO_______________O___+OO___________
--_-X-_---X-_-X-_-X-------_-X--+XXX-_-X-------_----X-_______---_________-------+__-XXX-X-___-------_;--_-X-_---X-_-X-_-X-------_-X--+XXX-_-X-------_----X-_O__O__---_O_______-------+__-XXX-X-O__-------_
-X-_-X-___---_-X-_______---+__-----_____-X-X-_____--------__-X-__-X-__-X----X-_+-X--X---_+----X-X-__;-X-_-X-___---_-X-_______---+OO-----_____-X-X-_____--------__-X-__-X-_O-X----X-_+-X--X---_+----X-X-_O
-X-_______---____________----_+____-XX-______----___________+_________+___+__________---____+__-X-__;-X-_____OO---_______O____----_+__O_-XX-______----_O_________+_________+_OO+__________---___O+OO-X-_O
_____________________________________________+______________________________________________________;O________O____OOOO_O__________OOO_____O______+O____O_________O_O_________O_________O__O____O________
____+_+_____+___---_______-X-__---__----_-X-____-X_---____-X_____-----_____-XX-+_____----+__________;____+O+O___O+___---_______-X-__---__----_-X-__O_-X_---____-X____O-----O___O-XX-+____O----+_________O
____________+______________________________+__________________+__+_______________+_---_______-X-__+_;__________OO+_OO___________________________+O___O_O___________+OO+___________O___+_---_____O_-X-_O+O
X-___-X-__X-___----_X-__++-X-_X-___-------___-X-X-----_---X--XX-___-------__----__-----X+-__-XX+----;X-___-X-__X-___----_X-_O++-X-_X-___-------O__-X-X-----_---X--XX-___-------__----__-----X+-__-XX+----
___________+__+_____________--________-X___----_------X+-___-X-----_+_---_+_+___----______XXX-______;___________+_O+______O______--_O______-X___----O------X+-___-X-----_+_---O+O+_O_----______XXX-_O____
____++-X-_______---____+________________--__+_____X-----____--X-X-_____-X-X-+____-----______________;___O++-X-_______---_O__+OOO_____________--__+OO___X-----__O_--X-X-_____-X-X-+O___-----______________
______+_+_--________X-________--___+________________________---_______-X-___+__+---______+X-________;O_____+O+_--_O______X-_O______--___+OO_____________________O---_O____O-X-_O_+__+---___O__+X-________
-----_-----X-X-_-X+------+----XXX+-_____-----_---_______-+-_-----_-X-_X-XX---X-_X----X---_X-X----___;-----_-----X-X-_-X+------+----XXX+-O____-----_---_______-+-_-----_-X-_X-XX---X-_X----X---_X-X----___
__-X-_____---X-_____X----_____X---____+_--X-+______---+____+_____---___+___-X-_______---____________;__-X-___O_---X-_____X----_____X---O_OO+_--X-+______---+____+____O---_O_+___-X-___O___---___O_O______
__-X----___+-X--X-____------_____++_+________-----___+_-XXX---___-----X-_____-----__+__-X-_______---;_O-X----___+-X--X-___O------_____++O+_O______-----___+O-XXX---___-----X-__O__-----__+__-X-_______---
____________________________________________________________________________________________________;_O_OOOO___________O__OO__O_________O_____O_____________O_________O______O_____O___O_________O_OOO___
___________________________+__---_______-X-_____-------___-X__-X-_+_--__---________________________+;_O__O______O__O____________+__---__O_O__-X-____O-------___-X__-X-O+_--__---____O_________O___OOOO__+
_____________---____+_+-X-___+___---_________+_________+_---_____+_-X-_______---_________________+__;O_________O__---_O_O+_+-X-___+__O---_________+_____OOO_+_---_____+_-X-_____O_---___O____________O+__
_-X--XXXX-_---------____-X+-______----__---_______-X-_____++---__+____-X-_______-X-_______---__+____;_-X--XXXX-_---------____-X+-____O_----__---_O_____-X-____O++---OO+____-X-_______-X-_______---__+O___
___+___________________+____________________________________________________+_______+_______________;___+_____O___O_O_______+____________OOO__OOOO_________________OO____________+_______+_O___O___O___O_
_-X-__-XX-_---------_-X--XX-___-------______++_____----______-XX-______----____+_+_+__---+______-X-_;_-X-__-XX-_---------_-X--XX-___-------_____O++_____----_____O-XX-____O_----____+_+O+O_---+______-X-_
---___-XX--X-___-------__________---____----X-____-X----+___---___+_______+_________+_____+___+__+__;---___-XX--X-___-------___O______---____----X-____-X----+___---_O_+_______+_O_OO____+_____+OO_+_O+__
______---X____---X-X____-X---X____---_-X_---____--_-X-__---__-X-_+-X-_+---__---+__-----_____-XXX-___;______---X____---X-X____-X---X____---_-XO---____--_-X-_O---__-X-_+-X-O+---__---+O_-----__O__-XXX-___
______-X-_+_+___---______---_++____-X-_____-----_+___-X-_______---_____++__-----_____-XXXX_____-----;______-X-_+O+___---O_____---_++____-X-__O__-----_+___-X-___O___---____O++_O-----_____-XXXX_____-----
_-X-____--_-X-_+__-X_---____--____+___________________---____+__-X-_+_____----_______-X-+_____+---__;_-X-____--_-X-_+O_-X_---____--__OO+___________________---___O+__-X-_+____O----O______-X-+__OOO+---__
_____-X-_______---___+________----_____+-XX------_----X--X-+-------+-_-XXXX----_------_+___-X-______;_____-X-___O___---___+________----O____+-XX------O----X--X-+-------+-_-XXXX----_------_+OO_-X-______
-+X-_+_++_-----__---_-XX-__-X-_----__------X------X----XX-X---_-------___-X-_______-+-_______-+-_++_;-+X-_+O++_-----__---_-XX-__-X-_----__------X------X----XX-X---_-------___-X-_______-+-_______-+-_++O
_______________---_______-X-_______---_____+_______________________---_______-X-_______---_______+__;_____OOOO_O____---__O____-X-_______---_O___+_____O_O_O_____________---____OOO-X-O______---_____OO+__
____---_______-X-__+____---_________________________________________________________________________;____---__O____-X-__+O___---___O_OO__O___O____________OOO_____________O______O____O_________O_OOOO___
_____________________________________________---_______-X-___---_-X-___-X-_----__---__-X-_______---_;_OO__OOO______________________O__O_OOOO_O____---_______-X-_O_---_-X-_O_-X-_----O_---O_-X-_______---_
______---____+__-X-_______---________+______+----_____+-XX-___+__----______________________+________;______---____+O_-X-_______---_______O+O_____+----_____+-XX-___+_O----_O_O____________O__O_O+OO______
____+____++_________+---+____+_-X-_____+_---_----____---XX-____-X----+___---_________----______-XX-_;____+____++___O_O__O+---+____+O-X-_____+_---_----____---XX-____-X----+___---___O_____----_O____-XX-_
____+_+__+________________+__+__---_______-X-___+___-X-_______---__---_______-X-____------____-XX+-_;_O_O+_+__+______O__O____O_+__+__---_O_____-X-___+___-X-___O___---__---_____O_-X-____------____-XX+-_
X-----__-XX-X-+----X----X--X-X+__-------__------__+_-X--X-__+_--------____-X--X-____-X--X-____-X----;X-----__-XX-X-+----X----X--X-X+__-------O_------__+_-X--X-__+_--------____-X--X-____-X--X-____-X----
_+____---______+-X-_--____---_X-________--_________________________________________________+________;_+O___---______+-X-_--___O---_X-O__O_O__--______________________OO_____OO_____________OOO_O+OO______
_----X---__-X--X-X-__------X-__-XX+X---_-------___-X-__-----------X-+-+-X-X---X-X---X-_-+-X-_---_---;_----X---__-X--X-X-__------X-__-XX+X---_-------___-X-__-----------X-+-+-X-X---X-X---X-_-+-X-_---_---
__-XX--X-__+-------_______-X-_______---_++_+_______---_______-X-_+_+___---------__-XXX--XX__--------;__-XX--X-__+-------__O____-X-_______---O++O+_______---_______-X-_+O+___---------__-XXX--XX__--------
________+______________________________________+____________________________________________________;__OOO__O+_O_____________O___O__OO_O_________O__+O________________________O___________OOOO___O_______
___---____+__-X-_+___---X-____+-X---____+------_______-X----____----X-__++___---__________+_______+_;___---____+__-X-_+__O---X-_O__+-X---____+------_O_____-X----____----X-_O++___---__________+OO____O+_
X-________--_______________+_________________________+______________________________________+_______;X-________--________O__OOO_+O_O_________O__O_O_O__O__+___O_____O______________________O__O__+O______
_+__-XX-______------__+____-X-+______---+______++_+_______________+___---_______-X-_______---_______;_+O_-XX-______------O_+O_O_-X-+______---+__O__O++_+_______________+___---___O___-X-___O___---_______
____-XX-______----_____+______---_---___-X-_-X-+_+---_---+_+___________+____________________________;____-XX-______----_____+O_____---_---__O-X-_-X-+_+---O---+_+_______O___+O_____________O____OOOO_____
---__---X--X-__-X----X-_----__-X-_-X-___---_---____________+_+_----+_____-XX-______----______+++____;---__---X--X-__-X----X-_----__-X-_-X-___---_---__O_______O_+_+O----+_O___-XX-______----_O___O+++____
_____-X-_______-X-_____+_---_++____-X-______----_+____-X-__+____---_________----______-XXX__+___----;_____-X-_______-X-_____+_---_++O_O_-X-_O___O----_+_O__-X-__+___O---_________----__O___-XXX__+___----
_______________+____+_-----_____-XXX-__+__-----_--________-X__---+__--__-X-_______---_______________;O____O___OO____+___O+_-----__O__-XXX-O_+__-----_--_O______-X__---+O_--__-X-_____O_---_____O_________
___-X-____------____-X-X-_____---X-_______---__+_______________________+______+_______----______-XXX;_O_-X-____------____-X-X-O_O_O---X-__O_O__---__+_________O_____________+_____O+O_O____----______-XXX
______-XXX______----____________---_____+_-X-+_____------____-X-XX-____------_--________-X_____++_--;___OO_-XXX______----__________O_---O____+_-X-+__O_O------____-X-XX-____------_--________-X___OO++_--
________++_______________________________+__---_______-X-____------____-XX-X-____------________+++__;_______O++_____________O____O____O_______+_O---____O__-X-____------_O__-XX-X-____------____OO__+++O_
____+_____---_______-X-____+__-X----__-----XX-_+-X__----__--+_______-X________--_______++___________;_O__+OO___---_______-X-____+__-X----_O-----XX-_+-X__----_O--+O______-X________--_O_____++O__________
___---_______-X-----__-----+X-__-+X+----__-----+_____+_+_____----__---_-XX-__-X-_---------_-X+XX-___;___---_______-X-----__-----+X-O_-+X+----__-----+O____+O+____O----__---_-XX-__-X-_---------_-X+XX-___
_+___-XXX-__--------__-X----___+----X-_______---__________--__+__----X_____-X--X_++__----X________-X;_+O__-XXX-__--------__-X----___+----X-___O__O---__________--__+O_----X_____-X--XO++__----X________-X
-X+X-__-X------__---__-X-__-X----X-__---X------___X-__-X-___X-+_-+-___X-__---___--+_+_______________;-X+X-__-X------_O---__-X-__-X----X-__---X------___X-O_-X-___X-+_-+-___X-__---O__--+O+_______________
___+__---_______-X-_______---________________________________+__________________---_______-X-_______;O_O+O_---_______-X-_______---_____O_______O_O_______________O+__O_OOO_____O_____---_______-X-OOOO___
+_________+_______________________________________---_______-X-_______---___________________________;+_____O_O_+_____O___O_____O_____OOO_O____________O---_OO_O__-X-_______---__________O_________O__OO__
______+____________________+______+___________________________________________--___+____-X_____+__--;_____O+_____O_________O____+O_____+_______O_O_O_______O____________________O_O--OOO+_O__-X_____+__--
_---___---_-X-___-X-----___----XX-____-----------X-X-+XX-X-X-X-----+-X-----_----__-X-_+++___---_____;_---___---_-X-O__-X-----___----XX-____-----------X-X-+XX-X-X-X-----+-X-----_----__-X-_+++O__---_____
________+___________+____________---_______-X----___+----X-_______---_________________________+__+__;___O____+______OO_O_+_______O_O_O---______O-X----___+----X-_______---_O______________________O+_O+OO
_-XX-__+___----_______---_______-X-___+___---_____--------__XX-XXXX-+_--------+_-X-_-X-___---_---___;_-XX-OO+___----_______---_______-X-_O_+O__---_____--------O_XX-XXXX-+_--------+_-X-_-X-___---_---___
__________________________________________________+_________________________________________________;________O__O_O______________O_O_OOO_____O_____OO__+_________O_OOO______________OOO_______O__________
-X-_-X-X-_-X-_-X---_-X-_-X-_-----_-+-_-X-X-----_------+-__-X___-X-__-X___---+_--_----_+____-XX-_____;-X-_-X-X-_-X-_-X---_-X-_-X-_-----O-+-_-X-X-----_------+-__-X___-X-__-X___---+_--_----_+____-XX-_O___
XX-X-___+_---X-_______-X-___+__----_----+-X-__-X-X_---__-+--+_____---+__________--________X-________;XX-X-___+_---X-___O___-X-___+__----_----+-X-__-X-XO---__-+--+_____---+O___O____O--________X-________
_____________+_______________________________________________________+_____________---_______-X-_+__;_____OOO_____+_________O______OO____O_________________O_______O_O____+____O__O_O___---_______-X-O+OO
-XX-______-----_______-X-+_+__-----_____-X----____----X-_---X-_-+-_-X-+-_---_---X-________--____+++_;-XX-___O__-----____O__-X-+O+_O-----_____-X----____----X-_---X-_-+-_-X-+-_---_---X-________--____+++O
+++_-XX-___-------___-X-__+____-----_______-X-_+_____---_______-X-____------____XX-_______---++_____;+++O-XX-___-------___-X-__+OO__-----_____O_-X-O+_____---_______-X-____------____XX-_______---++O____
______-X-____+__---_____---_______-X-___+___---________+____________+_+____---_______-X-_______---__;______-X-___O+__---_O___---_OOO___-X-___+___---_______O+__O_O_______+_+_O__---O_O____-X-__O____---__
----______-X+-_+__------____-X---__++_-X-X-___-----------X-____-X----_+__----X-_+_____-+-_______-X-_;----______-X+-O+__------____-X---OO++_-X-X-___-----------X-____-X----_+_O----X-_+_____-+-_O_____-X-_
_____________________________+______________________________________________________________________;_____________O_____OO__O_____+_________O______O____OOO__O_O_____________O___OO____________OOOO_O____
_______---_____+_-X-_______---___________________________________________________________________+__;_______---____O+_-X-__O____---O_________O___OO___OO_________O______O____OO__________________OOO__+OO
____-X-__+____---______+______________--_____----X_____-XX--_____----____________________+__________;____-X-OO+____---_____O+OO____________--OO___----X_____-XX--___O_----____________________+OOO____O_O
_____-XXX-_____-----__++__++____---_______-X-______-------___-+-_-X-+__-X-_----__-----XX-___-X-----_;O____-XXX-_____-----OO++__++O___---_______-X-______-------O__-+-_-X-+__-X-_----__-----XX-___-X-----_
____________________________________________________________________________________________________;___O______O__O______O__O____OOO___________O_______O______OO_________________O____O______OO___OOOO___
_____+_____---_______-X-_______---____________+_____________________________________________++______;_____+OO_O_---_____O_-X-_____O_---__O__O___OO_+___O____________O_____O___O____________O_____++O_____
_----_---__-XX-_-X-+_----_---+_____----_+____-XX-_+____----__---------_-X--+X-X-_---------__+_++____;_----_---__-XX-_-X-+_----_---+O____----O+____-XX-_+____----__---------_-X--+X-X-_---------__+O++_O__
-XXX-__-X------__----------___X-X--X---_X------X-_--____-X-_______---___---_____+_-X-_____+_---__+__;-XXX-__-X------__----------__OX-X--X---OX------X-O--____-X-_O_____---_O_---_____+_-X-__O__+_---__+__
_-X-_---___-X-_-X-_+_-X---+-___---X---_____---____--___++___X-__------X-__-X--X------------X--XXXX-_;_-X-_---___-X-_-X-O+_-X---+-___---X---_____---____--__O++___X-__------X-__-X--X------------X--XXXX-_
______________________________________________________________________+_____________________________;____O_________O__O________________O_____O___O_OOOO____O_____O_____O___+_____O__OO__O_________O_O____
---___+-X-XX-_+__------______+____+_---__+__---X-+____-X---+---_---___XX-_______------_______-X-____;---___+-X-XX-_+_O------_O_O__+____+_---OO+__---X-+____-X---+---_---___XX-_______------_______-X-____
-----X-___XXX----___-----_______-X-_+_++__-------____-X-XX-----------X-XX--XXX-X----------__________;-----X-___XXX----_O_-----_______-X-_+O++__-------____-X-XX-----------X-XX--XXX-X----------__________
______________+__+--_+_____+-X_+__+___-X_____-----_____-X-_______---_________+______________________;_______O___O__+O_+--_+_____+-X_+__+__O-X____O-----_____-X-__O____---________O+O_____O_______O_______
_____+________________________________________________________+_____________________________________;___OO+________________O_________O____OO_O____________________O+O_OO____________O_____O_O__OOOO______
_______________+____________________________+_---_______-X-_______---______________+______+_________;_O_____O_O___OO+_O_O_________O_________OO__O+_---_______-X-_______---_O__O______O__+______+_____O___
